Yambean (jicama),Yambean (jicama) raw,11603,0,13,0,8.82,0,13.6,4.9,0,0,0.2,0.72,0,0.029,0.7,1.8,0.02,90.07,0.005,0.043,0.021,0.09,12,0.048,0.6,12,18,150,4,0.16,1,0.0,0.042,20.2,0.46,0.3
Beets,Beets pickled canned solids and liquids,11609,0,29,0,16.28,0,15.0,0.8,0,0,0.251,0.8,0,0.048,1.0,11.05,0.01,81.88,0.016,0.029,0.013,0.08,11,0.116,0.41,15,17,115,149,0.26,2,0.0,0.05,2.3,0.06,0.3
Squash,Squash winter all varieties cooked baked without salt,11644,682,2793,0,8.85,0,10.6,2.8,1415,0,0.495,0.89,0,0.067,0.4,3.3,0.016,89.21,0.026,0.147,0.072,0.35,22,0.082,0.44,13,19,241,1,0.22,261,0.0,0.161,9.6,0.12,4.4
Carrot juice,Carrot juice canned,11655,4342,9303,0,9.28,0,9.9,0.8,333,2,0.386,0.95,0,0.055,0.6,3.91,0.092,88.87,0.007,0.071,0.027,0.15,24,0.046,0.46,14,42,292,66,0.18,956,0.0,0.217,8.5,1.16,15.5
Seaweed,Seaweed agar dried,11663,0,0,0,80.88,0,63.3,7.7,0,0,0.202,6.21,0,0.222,7.4,2.97,0.01,8.68,0.027,0.102,0.061,0.3,625,0.61,21.4,770,52,1125,102,5.8,0,0.0,0.303,0.0,5.0,24.4
Seaweed,Seaweed spirulina dried,11667,0,342,0,23.9,0,66.0,3.6,0,0,12.82,57.47,0,3.67,7.2,3.1,2.38,4.68,0.675,2.08,2.65,7.72,120,6.1,28.5,195,118,1363,1048,2.0,29,0.0,0.364,10.1,5.0,25.5
Seaweed,Seaweed wakame raw,11669,0,216,0,9.14,0,13.9,0.5,0,0,1.6,3.03,0,0.23,0.7,0.65,0.06,79.99,0.058,0.218,0.13,0.64,150,0.284,2.18,107,80,50,872,0.38,18,0.0,0.002,3.0,1.0,5.3
Potatoes,Potatoes baked flesh and skin without salt,11674,0,6,0,21.15,0,14.8,2.2,30,0,1.41,2.5,0,0.048,0.4,1.18,0.064,74.89,0.003,0.057,0.034,0.13,15,0.118,1.08,28,70,535,10,0.36,1,0.0,0.311,9.6,0.04,2.0
Beans,Beans snap green canned no salt added drained solids,11729,156,122,24,4.32,0,14.7,1.9,452,0,0.206,1.12,0,0.046,0.4,0.78,0.016,93.38,0.019,0.234,0.103,0.46,38,0.034,1.06,13,20,96,2,0.2,18,0.0,0.03,2.8,0.03,38.9
Beans,Beans snap yellow frozen cooked boiled drained without salt,11732,15,60,0,6.45,0,13.5,3.0,564,0,0.383,1.49,0,0.09,0.4,1.88,0.035,91.42,0.008,0.083,0.044,0.17,49,0.061,0.88,24,31,126,9,0.48,6,0.0,0.06,4.1,0.04,38.1
